TransactionID,CardID,TransactionDateTime,Location,Amount,Merchant,IsFraud
34,10369,2025-07-30 01:13:00,Howrah,14085.36,Uber,0
35,10123,2025-07-19 22:22:00,Guna,16954.35,Dominos,0
36,10358,2025-07-15 21:19:00,Nagercoil,21713.57,Dominos,0
37,10363,2025-07-26 20:49:00,Amaravati,35572.88,LuxuryStore,1
38,10213,2025-07-25 12:26:00,Avadi,38503.13,Zomato,0
39,10339,2025-07-18 20:09:00,Kamarhati,37200.19,Flipkart,0
40,10097,2025-07-11 14:08:00,Udupi,32743.19,Flipkart,0
41,10489,2025-07-04 01:04:00,Kolkata,48884.02,Dominos,0
42,10045,2025-07-04 15:49:00,Parbhani,3427.82,Uber,0
43,10497,2025-07-05 06:51:00,Bangalore,8401.81,Uber,1
44,10209,2025-07-16 16:49:00,Uluberia,324.84,Uber,0
45,10355,2025-07-05 08:11:00,Unnao,3220.71,LuxuryStore,0
46,10162,2025-07-09 23:32:00,Delhi,15751.32,Zomato,0
47,10035,2025-07-18 21:29:00,Kota,18327.7,LuxuryStore,0
48,10396,2025-07-20 08:14:00,Durg,21699.07,BigBazaar,1
49,10214,2025-07-22 13:42:00,Kolkata,12805.1,Apple Store,0
50,10046,2025-07-25 07:03:00,Ajmer,17150.91,Amazon,0
51,10459,2025-07-09 08:48:00,Thiruvananthapuram,8639.76,BigBazaar,0
52,10439,2025-07-22 12:56:00,Durgapur,13448.73,Apple Store,1
53,10243,2025-07-15 09:50:00,Kalyan-Dombivli,37014.63,LuxuryStore,0
54,10412,2025-07-22 01:43:00,Kamarhati,28032.99,Dominos,0
55,10464,2025-07-20 00:41:00,Saharanpur,1076.07,BigBazaar,1
56,10140,2025-07-11 09:28:00,Jaipur,14848.39,Zomato,0
57,10306,2025-07-15 06:52:00,Bally,19617.28,Swiggy,0
58,10317,2025-07-17 23:47:00,Rajahmundry,43499.41,Apple Store,0
59,10286,2025-07-17 05:06:00,Bhimavaram,27393.56,Amazon,0
60,10156,2025-07-19 04:32:00,Ajmer,28108.71,LuxuryStore,0
61,10320,2025-07-10 11:53:00,Uluberia,28346.29,Amazon,0
62,10068,2025-07-30 10:22:00,Gwalior,28026.57,Uber,1
63,10317,2025-07-13 14:38:00,Guntakal,7906.1,Apple Store,0
64,10001,2025-07-17 16:19:00,Panchkula,27204.18,Uber,0
65,10394,2025-07-03 12:48:00,Shimoga,40606.62,Zomato,1
66,10205,2025-07-10 07:36:00,Bangalore,43561.57,Netflix,0
67,10263,2025-07-03 08:49:00,Gorakhpur,45206.33,Netflix,0
68,10156,2025-07-30 00:37:00,Bhusawal,20282.2,Amazon,0
69,10182,2025-07-09 20:35:00,Khora ,22947.26,BigBazaar,0
70,10155,2025-07-12 14:31:00,Mango,13805.98,Dominos,0
71,10094,2025-07-09 09:19:00,Berhampur,7115.58,BigBazaar,0
72,10050,2025-07-26 14:29:00,Ajmer,30017.46,Flipkart,0
73,10422,2025-07-01 18:57:00,Lucknow,37430.15,Uber,0
74,10473,2025-07-10 04:07:00,Farrukhabad,782.81,BigBazaar,0
75,10122,2025-07-23 00:31:00,Mirzapur,23779.01,Uber,0
76,10413,2025-07-15 11:28:00,Jehanabad,15897.47,Dominos,0
77,10125,2025-07-12 16:47:00,Siwan,8138.29,Apple Store,0
78,10208,2025-07-31 05:18:00,Anand,12655.0,Uber,0
79,10154,2025-07-20 19:27:00,Madhyamgram,39120.9,Apple Store,0
80,10420,2025-07-15 06:13:00,Bareilly,16068.76,Uber,0
81,10248,2025-07-29 02:42:00,Tirunelveli,29546.84,LuxuryStore,0
82,10400,2025-07-16 05:27:00,Naihati,7098.28,Dominos,0
83,10389,2025-07-31 02:43:00,Jehanabad,15212.38,Amazon,0
84,10213,2025-07-04 11:22:00,Panipat,38398.56,Netflix,0
85,10323,2025-07-07 19:09:00,Ichalkaranji,15976.98,Dominos,0
86,10145,2025-07-29 20:55:00,Tirunelveli,15988.43,Swiggy,0
87,10239,2025-07-13 23:47:00,Sonipat,21763.74,Uber,0
88,10314,2025-07-21 09:46:00,Ambattur,5565.6,Dominos,0
89,10116,2025-07-13 14:31:00,Uluberia,38575.07,Zomato,0
90,10430,2025-07-08 07:33:00,Kulti,45983.44,Dominos,1
91,10004,2025-07-28 13:49:00,Gorakhpur,40899.28,LuxuryStore,0
92,10447,2025-07-16 23:40:00,Ludhiana,13491.74,Netflix,0
93,10051,2025-07-07 18:55:00,Jamalpur,23124.28,Flipkart,0
94,10152,2025-07-11 01:43:00,Junagadh,18832.5,Uber,0
95,10127,2025-07-03 17:44:00,Guna,10195.82,Netflix,0
96,10014,2025-07-24 03:19:00,Alwar,26278.02,Swiggy,0
97,10407,2025-07-17 16:12:00,Dindigul,28338.78,Zomato,0
98,10086,2025-07-01 16:50:00,Adoni,5562.08,Swiggy,0
99,10344,2025-07-07 07:04:00,Jamnagar,39373.99,Amazon,1
100,10441,2025-07-11 16:01:00,Motihari,39608.24,Netflix,0
101,10036,2025-07-07 14:20:00,Jamalpur,42220.35,LuxuryStore,0
102,10237,2025-07-27 19:32:00,Bareilly,34640.57,Amazon,0
103,10416,2025-07-03 10:17:00,Secunderabad,7120.63,Amazon,0
104,10398,2025-07-21 08:14:00,Dindigul,46123.23,Amazon,0
105,10311,2025-07-09 01:48:00,Surendranagar Dudhrej,42213.44,Netflix,0
106,10025,2025-07-15 04:31:00,Bhagalpur,31813.4,Flipkart,1
107,10253,2025-07-06 12:01:00,Kishanganj,30070.77,Flipkart,0
108,10474,2025-07-13 09:10:00,Hyderabad,10269.68,Flipkart,0
109,10252,2025-07-23 09:30:00,Guntur,45613.44,Flipkart,0
110,10136,2025-07-06 10:02:00,Jalgaon,49381.46,Amazon,0
111,10299,2025-07-14 14:36:00,Bharatpur,9993.03,Swiggy,0
112,10257,2025-07-09 15:34:00,Kadapa,5797.47,Amazon,0
113,10360,2025-07-16 23:07:00,Ambarnath,10731.96,Netflix,0
114,10376,2025-07-10 06:29:00,Gudivada,42862.39,BigBazaar,0
115,10027,2025-07-26 11:50:00,Firozabad,2551.35,Swiggy,0
116,10167,2025-07-15 06:48:00,Salem,49761.61,LuxuryStore,0
117,10187,2025-07-17 02:16:00,Guwahati,20611.62,Apple Store,0
118,10223,2025-07-29 11:05:00,Asansol,27676.97,Flipkart,0
119,10335,2025-07-13 01:22:00,Machilipatnam,16073.77,Uber,0
120,10290,2025-07-20 08:48:00,Gudivada,31218.62,Swiggy,0
121,10273,2025-07-21 22:26:00,Pune,43432.88,Amazon,0
122,10214,2025-07-07 11:46:00,Tenali,8842.19,Dominos,1
123,10232,2025-07-10 20:03:00,Berhampur,27787.9,Swiggy,0
124,10279,2025-07-17 06:06:00,Thanjavur,30895.9,Swiggy,0
125,10055,2025-07-29 04:02:00,Imphal,7291.74,Flipkart,0
126,10343,2025-07-05 20:46:00,Rewa,45767.85,Dominos,0
127,10107,2025-07-26 08:35:00,New Delhi,33189.16,Apple Store,0
128,10429,2025-07-04 19:22:00,Proddatur,15443.16,Amazon,0
129,10290,2025-07-28 21:13:00,Bidar,30476.51,Dominos,0
130,10407,2025-07-07 21:09:00,Durg,25860.08,Netflix,0
131,10063,2025-07-20 06:18:00,Kadapa,19512.75,Netflix,0
132,10390,2025-07-28 12:15:00,Navi Mumbai,1165.21,LuxuryStore,0
133,10184,2025-07-10 02:20:00,Sultan Pur Majra,25050.46,Zomato,1
134,10475,2025-07-30 13:11:00,Avadi,19864.06,Netflix,0
135,10408,2025-07-29 04:55:00,Nellore,19207.29,Flipkart,0
136,10217,2025-07-03 22:20:00,Ahmedabad,42108.66,Uber,0
137,10108,2025-07-07 09:21:00,Sangli-Miraj & Kupwad,33758.55,LuxuryStore,0
138,10273,2025-07-15 15:26:00,Guna,14939.99,Zomato,0
139,10260,2025-07-06 21:49:00,Katihar,7869.24,BigBazaar,0
140,10489,2025-07-10 02:16:00,Satna,28878.85,Uber,0
141,10366,2025-07-16 22:27:00,Varanasi,5099.35,BigBazaar,0
142,10227,2025-07-01 22:11:00,Orai,46205.07,Zomato,0
143,10449,2025-07-03 16:10:00,Katihar,36062.03,Uber,1
144,10148,2025-07-06 10:14:00,Amaravati,35274.07,Apple Store,0
145,10032,2025-07-07 01:58:00,Bhavnagar,13847.55,LuxuryStore,0
146,10276,2025-07-02 08:11:00,Secunderabad,17279.08,Apple Store,0
147,10261,2025-07-01 14:47:00,Saharsa,19569.12,Swiggy,0
148,10055,2025-07-20 05:12:00,Serampore,26382.89,Flipkart,0
149,10045,2025-07-11 18:04:00,Ozhukarai,7310.84,Uber,0
150,10234,2025-07-10 09:21:00,Asansol,31713.73,BigBazaar,0
151,10390,2025-07-13 21:20:00,Hyderabad,27363.41,Uber,0
152,10261,2025-07-15 22:21:00,Ballia,17520.18,Flipkart,0
153,10391,2025-07-14 00:29:00,Tezpur,3251.49,Flipkart,0
154,10143,2025-07-01 14:00:00,Salem,9337.08,Amazon,0
155,10194,2025-07-20 14:51:00,Bilaspur,34814.01,Uber,0
156,10483,2025-07-04 02:01:00,Katihar,44250.02,Dominos,0
157,10206,2025-07-28 04:38:00,Bhilwara,29254.12,Swiggy,0
158,10113,2025-07-14 01:16:00,Dhule,47292.36,Zomato,0
159,10087,2025-07-10 23:51:00,Tenali,1458.25,Zomato,0
160,10279,2025-07-18 12:02:00,Katihar,41611.71,Dominos,0
161,10200,2025-07-24 23:49:00,Karawal Nagar,12011.19,Uber,0
162,10346,2025-07-09 12:04:00,Orai,8657.01,LuxuryStore,0
163,10454,2025-07-30 09:55:00,Varanasi,47489.5,Dominos,0
164,10183,2025-07-20 21:35:00,Tirunelveli,40299.52,LuxuryStore,0
165,10398,2025-07-08 19:22:00,Guntur,1178.55,Zomato,0
166,10040,2025-07-11 09:50:00,Mau,39657.67,Uber,0
167,10375,2025-07-30 23:51:00,Mahbubnagar,11448.68,Uber,0
168,10432,2025-07-10 14:38:00,Hosur,31846.9,Apple Store,0
169,10218,2025-07-08 20:44:00,Alwar,12898.46,LuxuryStore,0
170,10035,2025-07-22 09:21:00,Jaunpur,46036.35,Zomato,1
171,10047,2025-07-17 11:12:00,Indore,43609.67,BigBazaar,0
172,10112,2025-07-02 09:15:00,Bhimavaram,11597.24,Zomato,0
173,10497,2025-07-21 06:23:00,Madhyamgram,20789.6,Netflix,0
174,10070,2025-07-05 11:24:00,Karimnagar,3120.36,Apple Store,0
175,10193,2025-07-29 02:41:00,Tirunelveli,40199.76,Apple Store,1
176,10323,2025-07-15 04:38:00,Tirunelveli,31789.61,Netflix,0
177,10234,2025-07-08 16:24:00,Ballia,42562.66,BigBazaar,0
178,10093,2025-07-18 09:56:00,Unnao,26863.81,LuxuryStore,0
179,10266,2025-07-03 22:39:00,Panchkula,42396.74,Uber,0
180,10459,2025-07-18 23:52:00,Farrukhabad,16476.97,Amazon,1
181,10489,2025-07-05 02:14:00,Udaipur,17165.33,BigBazaar,0
182,10275,2025-07-08 01:14:00,Patiala,30875.18,Zomato,0
183,10471,2025-07-06 11:30:00,Kavali,17440.77,Amazon,0
184,10140,2025-07-17 19:33:00,Darbhanga,9515.0,BigBazaar,0
185,10296,2025-07-29 19:08:00,Jamnagar,10492.33,Zomato,0
186,10491,2025-07-21 13:10:00,Jalandhar,44868.71,Dominos,0
187,10233,2025-07-26 11:12:00,Chandrapur,16806.19,Netflix,0
188,10036,2025-07-24 08:03:00,Uluberia,38912.59,Netflix,0
189,10065,2025-07-26 08:31:00,Saharanpur,46258.91,Apple Store,0
190,10034,2025-07-16 01:10:00,Katihar,15745.37,Netflix,0
191,10137,2025-07-08 23:25:00,Saharsa,46637.17,Zomato,0
192,10460,2025-07-18 17:17:00,Guna,12416.03,LuxuryStore,0
193,10169,2025-07-01 08:14:00,Sambhal,7446.99,Dominos,0
194,10281,2025-07-07 07:29:00,Gangtok,45641.08,BigBazaar,0
195,10466,2025-07-14 01:41:00,Bongaigaon,5085.1,Zomato,0
196,10425,2025-07-16 06:34:00,Raichur,19573.88,Amazon,0
197,10429,2025-07-05 08:10:00,Mysore,41980.86,Apple Store,0
198,10014,2025-07-05 02:56:00,Meerut,3552.76,Dominos,0
199,10448,2025-07-01 23:43:00,Kharagpur,16306.19,LuxuryStore,0
200,10028,2025-07-13 17:34:00,Bhilai,34417.88,LuxuryStore,0
201,10251,2025-07-11 22:24:00,Pondicherry,7203.38,BigBazaar,0
202,10296,2025-07-27 05:53:00,Khora ,25886.89,Uber,0
203,10160,2025-07-22 12:02:00,Bally,38057.88,LuxuryStore,0
204,10308,2025-07-25 18:31:00,Bhavnagar,48572.24,Dominos,0
205,10398,2025-07-13 19:17:00,Visakhapatnam,28274.78,Netflix,0
206,10029,2025-07-25 03:52:00,Mahbubnagar,29057.78,Swiggy,0
207,10362,2025-07-26 23:13:00,Varanasi,46948.1,Amazon,0
208,10286,2025-07-23 12:05:00,Medininagar,13955.91,Swiggy,0
209,10389,2025-07-09 03:02:00,Nashik,5865.58,Zomato,0
210,10094,2025-07-16 22:34:00,Salem,29489.52,Zomato,0
211,10461,2025-07-09 21:57:00,Motihari,6700.47,Apple Store,0
212,10171,2025-07-17 11:42:00,Orai,13021.79,Amazon,0
213,10477,2025-07-17 02:04:00,Dhanbad,13622.73,LuxuryStore,0
214,10184,2025-07-14 15:37:00,Katihar,34453.29,BigBazaar,0
215,10173,2025-07-27 22:34:00,Alwar,7317.39,Amazon,0
216,10151,2025-07-21 23:08:00,Berhampur,2446.64,LuxuryStore,0
217,10145,2025-07-05 04:51:00,Sambhal,8504.63,LuxuryStore,0
218,10437,2025-07-27 03:34:00,Alwar,44766.68,Swiggy,0
219,10490,2025-07-18 12:11:00,Shivpuri,4769.58,Amazon,0
220,10438,2025-07-17 19:26:00,Tirunelveli,2183.39,Swiggy,0
221,10098,2025-07-30 01:49:00,Bidar,23150.83,Dominos,0
222,10378,2025-07-16 12:11:00,Begusarai,49469.67,Flipkart,0
223,10223,2025-07-27 17:46:00,Panchkula,32756.08,Flipkart,0
224,10068,2025-07-12 19:58:00,Kota,37154.73,Apple Store,0
225,10134,2025-07-12 07:00:00,Bettiah,23704.78,Zomato,0
226,10270,2025-07-20 11:28:00,Tiruvottiyur,7918.25,Dominos,0
227,10330,2025-07-15 00:53:00,Machilipatnam,17665.01,Apple Store,0
228,10347,2025-07-07 16:14:00,Bhilwara,28627.77,LuxuryStore,1
229,10111,2025-07-08 23:44:00,Delhi,48469.1,BigBazaar,0
230,10029,2025-07-25 20:21:00,Mysore,12863.54,Swiggy,0
231,10469,2025-07-18 01:34:00,Sagar,39767.17,BigBazaar,0
232,10126,2025-07-17 08:28:00,Tirunelveli,43868.01,Amazon,0
233,10254,2025-07-21 14:55:00,Ahmedabad,48160.21,Swiggy,0
234,10021,2025-07-15 06:52:00,Mirzapur,35470.68,Uber,0
235,10266,2025-07-07 04:11:00,Gurgaon,35046.15,Amazon,0
236,10376,2025-07-10 22:13:00,Bhavnagar,41540.68,Swiggy,0
237,10220,2025-07-25 16:42:00,Morena,9518.9,Apple Store,0
238,10307,2025-07-30 09:36:00,Jalandhar,18347.11,Apple Store,0
239,10426,2025-07-13 21:39:00,Raipur,14072.75,Amazon,0
240,10317,2025-07-12 16:27:00,Tirunelveli,8538.88,Apple Store,0
241,10380,2025-07-22 04:56:00,Gwalior,8673.71,Flipkart,0
242,10264,2025-07-16 05:53:00,Vadodara,15036.72,Flipkart,0
243,10147,2025-07-29 20:30:00,Madurai,40353.46,Swiggy,0
244,10153,2025-07-01 11:29:00,Machilipatnam,45747.49,Swiggy,0
245,10475,2025-07-17 07:57:00,Ghaziabad,25402.64,Zomato,0
246,10196,2025-07-01 12:13:00,Morbi,5625.73,Dominos,0
247,10080,2025-07-30 09:09:00,Singrauli,43631.03,Zomato,0
248,10219,2025-07-08 02:11:00,Agartala,25187.45,Swiggy,0
249,10283,2025-07-02 16:21:00,Dhanbad,49835.98,Swiggy,0
250,10477,2025-07-12 08:07:00,Moradabad,10488.34,Dominos,0
251,10133,2025-07-10 01:39:00,Tiruchirappalli,6826.41,Netflix,0
252,10094,2025-07-30 17:33:00,Rajahmundry,21324.76,Zomato,0
253,10278,2025-07-07 02:57:00,Coimbatore,17091.99,Amazon,0
254,10063,2025-07-19 21:36:00,Udupi,39704.2,Amazon,0
255,10423,2025-07-28 05:00:00,Noida,25024.02,Netflix,0
256,10267,2025-07-14 07:17:00,Coimbatore,22208.94,Amazon,0
257,10363,2025-07-20 22:19:00,Amritsar,1302.82,Netflix,0
258,10078,2025-07-01 19:20:00,Khandwa,49475.68,LuxuryStore,0
259,10392,2025-07-10 07:54:00,Baranagar,31985.71,BigBazaar,0
260,10146,2025-07-02 21:52:00,Patiala,22490.2,BigBazaar,0
261,10226,2025-07-16 20:17:00,Salem,17616.88,Apple Store,0
262,10071,2025-07-12 00:05:00,Unnao,30430.64,Amazon,0
263,10139,2025-07-17 11:12:00,Sambhal,38485.87,Apple Store,0
264,10380,2025-07-24 17:25:00,Panchkula,26704.85,Dominos,1
265,10494,2025-07-12 14:11:00,Nagaon,3782.82,Apple Store,0
266,10181,2025-07-06 17:50:00,Bally,9193.91,Flipkart,0
267,10335,2025-07-07 08:56:00,Haridwar,15887.65,Swiggy,0
268,10322,2025-07-11 10:06:00,Jorhat,13954.8,Apple Store,0
269,10494,2025-07-15 04:12:00,Udaipur,49039.55,Dominos,0
270,10051,2025-07-06 11:49:00,Kadapa,37628.16,Netflix,0
271,10492,2025-07-30 11:24:00,Darbhanga,4749.64,Amazon,0
272,10253,2025-07-15 06:18:00,Panipat,44591.63,Uber,0
273,10299,2025-07-18 02:41:00,Varanasi,25846.75,Netflix,0
274,10395,2025-07-09 19:54:00,Bellary,27190.77,Uber,0
275,10497,2025-07-16 04:15:00,Guntakal,11210.74,Flipkart,0
276,10159,2025-07-10 18:04:00,Dhule,21343.1,Amazon,1
277,10047,2025-07-20 10:26:00,Kolkata,41291.98,BigBazaar,0
278,10292,2025-07-13 21:18:00,Udupi,5218.12,Apple Store,0
279,10169,2025-07-17 16:36:00,Raebareli,39932.37,LuxuryStore,0
280,10304,2025-07-31 05:11:00,Mysore,17352.42,Zomato,0
281,10195,2025-07-25 06:59:00,Bally,12730.36,Zomato,0
282,10302,2025-07-14 03:38:00,Bhiwandi,13403.36,Apple Store,0
283,10184,2025-07-17 10:08:00,Patiala,18849.12,Dominos,0
284,10093,2025-07-08 10:06:00,Siwan,16336.19,Flipkart,0
285,10343,2025-07-10 08:06:00,Dindigul,45748.5,LuxuryStore,0
286,10278,2025-07-03 13:37:00,Asansol,23254.43,Amazon,1
287,10379,2025-07-06 00:28:00,Naihati,40128.77,Flipkart,0
288,10368,2025-07-18 15:09:00,Guntakal,45386.54,Swiggy,0
289,10356,2025-07-06 22:27:00,Kota,4137.42,Zomato,0
290,10146,2025-07-12 17:01:00,Lucknow,42561.77,BigBazaar,0
291,10420,2025-07-30 21:06:00,Udupi,2922.52,Swiggy,0
292,10169,2025-07-20 02:46:00,Jorhat,2030.57,Netflix,1
293,10229,2025-07-25 03:30:00,Kavali,43643.59,LuxuryStore,0
294,10425,2025-07-29 07:33:00,Junagadh,20653.77,Zomato,0
295,10171,2025-07-22 03:27:00,Tirunelveli,35229.45,Apple Store,0
296,10267,2025-07-08 05:54:00,Ambala,48568.41,Dominos,0
297,10265,2025-07-03 05:31:00,Bareilly,39254.13,Uber,0
298,10094,2025-07-24 17:57:00,Gwalior,13431.1,BigBazaar,0
299,10018,2025-07-02 16:10:00,Berhampore,22378.97,Dominos,0
300,10365,2025-07-19 18:13:00,Bhatpara,49383.87,Dominos,0
301,10029,2025-07-11 07:50:00,Noida,2602.51,Zomato,0
302,10363,2025-07-08 07:08:00,Amravati,45499.59,Uber,1
303,10167,2025-07-21 21:15:00,Aligarh,15484.32,Netflix,0
304,10190,2025-07-03 15:06:00,Tirunelveli,25804.97,Amazon,0
305,10495,2025-07-23 19:50:00,Ramagundam,13675.49,Amazon,0
306,10087,2025-07-11 16:29:00,Dhule,20026.05,BigBazaar,0
307,10212,2025-07-12 01:30:00,Kozhikode,29023.01,BigBazaar,0
308,10251,2025-07-18 19:01:00,Eluru,42166.14,LuxuryStore,0
309,10286,2025-07-04 20:15:00,Malda,14408.73,Amazon,1
310,10394,2025-07-17 15:48:00,Dibrugarh,10603.12,Dominos,0
311,10239,2025-07-03 15:25:00,Agartala,30130.48,Dominos,0
312,10069,2025-07-08 06:28:00,Dhule,15390.32,LuxuryStore,0
313,10170,2025-07-14 14:58:00,Panihati,17270.62,Netflix,0
314,10156,2025-07-28 23:04:00,Sagar,40742.58,Apple Store,0
315,10075,2025-07-25 16:34:00,Khandwa,37879.99,Uber,0
316,10034,2025-07-05 13:07:00,Jaunpur,46862.23,LuxuryStore,0
317,10448,2025-07-21 07:32:00,Khandwa,427.49,Zomato,0
318,10232,2025-07-29 01:35:00,Ichalkaranji,18010.8,Uber,0
319,10350,2025-07-28 21:24:00,Junagadh,14636.58,Amazon,0
320,10182,2025-07-11 07:37:00,Mumbai,43217.88,Flipkart,0
321,10186,2025-07-27 23:55:00,Haldia,49726.08,Uber,0
322,10489,2025-07-23 19:50:00,Ongole,48181.93,LuxuryStore,0
323,10365,2025-07-08 08:33:00,Kollam,44396.34,Uber,0
324,10238,2025-07-22 12:05:00,Agartala,23572.85,LuxuryStore,0
325,10015,2025-07-25 05:08:00,Singrauli,1697.97,Flipkart,0
326,10303,2025-07-03 04:31:00,Firozabad,49893.49,Amazon,0
327,10357,2025-07-14 20:31:00,Alwar,26335.61,Uber,0
328,10191,2025-07-28 09:19:00,Khora ,23425.04,Dominos,0
329,10313,2025-07-16 16:32:00,Solapur,15385.49,Swiggy,0
330,10194,2025-07-11 19:12:00,Chinsurah,41492.53,Dominos,0
331,10423,2025-07-15 06:51:00,Ramgarh,9745.36,BigBazaar,0
332,10314,2025-07-18 21:40:00,Bhavnagar,44427.44,Zomato,0
333,10086,2025-07-19 05:14:00,Begusarai,2437.37,Dominos,0
334,10487,2025-07-20 23:38:00,Pallavaram,42947.53,Flipkart,0
335,10018,2025-07-30 10:06:00,Bettiah,22059.74,Swiggy,0
336,10242,2025-07-02 13:31:00,Nagercoil,3879.19,Swiggy,0
337,10499,2025-07-27 09:50:00,Kavali,41786.21,Netflix,0
338,10059,2025-07-23 08:34:00,Unnao,43949.79,Dominos,0
339,10125,2025-07-02 10:41:00,Khammam,33243.15,Netflix,0
340,10433,2025-07-19 03:39:00,Shimoga,42808.69,Apple Store,1
341,10292,2025-07-16 23:27:00,Bhilwara,2622.25,Uber,0
342,10107,2025-07-06 00:23:00,Faridabad,24887.68,Zomato,0
343,10476,2025-07-07 23:28:00,Kakinada,1212.86,Apple Store,0
344,10102,2025-07-12 05:50:00,Durgapur,31801.24,Dominos,0
345,10219,2025-07-26 19:53:00,Bhimavaram,13900.31,Flipkart,0
346,10242,2025-07-11 18:23:00,Dhule,30574.98,Flipkart,0
347,10016,2025-07-13 22:37:00,Jamshedpur,18749.16,LuxuryStore,0
348,10252,2025-07-16 20:32:00,Lucknow,48314.18,Swiggy,0
349,10295,2025-07-25 18:17:00,Secunderabad,27733.86,Dominos,0
350,10313,2025-07-24 00:23:00,Giridih,30983.7,Dominos,1
351,10324,2025-07-01 14:04:00,Burhanpur,34881.2,Netflix,0
352,10236,2025-07-20 14:08:00,Bettiah,4997.33,Netflix,0
353,10341,2025-07-25 19:50:00,Bhatpara,36139.54,Netflix,0
354,10266,2025-07-09 02:16:00,Alwar,48900.15,BigBazaar,0
355,10269,2025-07-16 06:12:00,Guntakal,8104.71,Netflix,0
356,10235,2025-07-03 17:14:00,Rourkela,13999.06,Netflix,0
357,10191,2025-07-22 04:55:00,Jorhat,6337.26,Amazon,0
358,10326,2025-07-16 21:43:00,Kavali,35767.91,Uber,0
359,10344,2025-07-07 01:31:00,Ambala,13312.66,Swiggy,0
360,10047,2025-07-28 02:46:00,Munger,16490.68,LuxuryStore,0
361,10018,2025-07-17 14:30:00,Ahmedabad,34275.05,Flipkart,0
362,10101,2025-07-07 07:41:00,Shimoga,13468.68,Zomato,0
363,10268,2025-07-13 08:38:00,Morena,28877.44,LuxuryStore,0
364,10140,2025-07-18 02:18:00,Vasai-Virar,39262.4,LuxuryStore,0
365,10134,2025-07-29 04:22:00,Kavali,37078.83,Zomato,1
366,10448,2025-07-18 08:15:00,Naihati,34829.16,Amazon,0
367,10346,2025-07-24 08:08:00,Jamalpur,14610.33,LuxuryStore,0
368,10263,2025-07-16 03:34:00,Indore,7496.62,Uber,0
369,10305,2025-07-03 03:06:00,Sangli-Miraj & Kupwad,26992.92,Flipkart,0
370,10204,2025-07-18 21:21:00,Delhi,26791.15,Flipkart,0
371,10343,2025-07-13 06:48:00,Aurangabad,34344.74,LuxuryStore,0
372,10253,2025-07-02 14:55:00,New Delhi,46943.42,Apple Store,0
373,10019,2025-07-22 03:46:00,Buxar,40282.87,LuxuryStore,1
374,10378,2025-07-03 20:19:00,Surat,3917.7,Zomato,1
375,10193,2025-07-08 11:29:00,Amritsar,49257.64,Apple Store,0
376,10492,2025-07-14 10:10:00,Begusarai,33626.1,Flipkart,0
377,10466,2025-07-10 00:48:00,Alwar,46181.7,Amazon,0
378,10495,2025-07-02 23:20:00,Raiganj,45479.92,Swiggy,0
